z    t    r    zmid    tmid    rmid    ly    errly
0    0    0    -1.5150000000000001    0.3141592653589793    1.525    2.5269098511716073    0.34129974305601446
0    1    0    -1.5150000000000001    0.9424777960769379    1.525    2.515665870807166    0.4508192924209772
0    2    0    -1.5150000000000001    1.5707963267948966    1.525    2.5216572492710374    0.11469520877418224
0    3    0    -1.5150000000000001    2.199114857512855    1.525    2.304882501926265    0.15958826102702947
0    4    0    -1.5150000000000001    2.827433388230814    1.525    2.4185063763304164    0.13272361339900057
0    5    0    -1.5150000000000001    3.4557519189487724    1.525    2.377737217412276    0.26359473215226326
0    6    0    -1.5150000000000001    4.084070449666731    1.525    2.4640481914655195    0.2829902948462243
0    7    0    -1.5150000000000001    4.71238898038469    1.525    2.5333822157226114    0.23019039277565118
0    8    0    -1.5150000000000001    5.340707511102648    1.525    2.4238368767409155    0.2766098546104163
0    9    0    -1.5150000000000001    5.969026041820607    1.525    2.3579004345674064    0.16890093676059864
0    0    1    -1.5150000000000001    0.20943951023931953    4.574999999999999    2.3935202216601423    0.1337922734916656
0    1    1    -1.5150000000000001    0.6283185307179586    4.574999999999999    2.381572485309907    0.08850396978708125
0    2    1    -1.5150000000000001    1.0471975511965976    4.574999999999999    2.295880045890536    0.07163056033173726
0    3    1    -1.5150000000000001    1.4660765716752366    4.574999999999999    2.4677040411364466    0.13469814382944653
0    4    1    -1.5150000000000001    1.8849555921538759    4.574999999999999    2.432427487791357    0.10790979674955267
0    5    1    -1.5150000000000001    2.3038346126325147    4.574999999999999    2.397309228163401    0.07485285574555683
0    6    1    -1.5150000000000001    2.722713633111154    4.574999999999999    2.345194380458537    0.10280700284734076
0    7    1    -1.5150000000000001    3.141592653589793    4.574999999999999    2.4038697820320922    0.10637108755004383
0    8    1    -1.5150000000000001    3.560471674068432    4.574999999999999    2.5122911245076818    0.1018208927903254
0    9    1    -1.5150000000000001    3.979350694547071    4.574999999999999    2.4987096136655715    0.14239063181003472
0    10    1    -1.5150000000000001    4.39822971502571    4.574999999999999    2.3663286190838555    0.10067471565568507
0    11    1    -1.5150000000000001    4.817108735504349    4.574999999999999    2.3961287556893995    0.07820241224191678
0    12    1    -1.5150000000000001    5.235987755982988    4.574999999999999    2.4708621023004578    0.14773988160823961
0    13    1    -1.5150000000000001    5.654866776461628    4.574999999999999    2.3999789334793475    0.05694005935992804
0    14    1    -1.5150000000000001    6.073745796940266    4.574999999999999    2.3848265891427034    0.07855478844929731
0    0    2    -1.5150000000000001    0.15707963267948966    7.625    2.4238683319167817    0.09217281001230535
0    1    2    -1.5150000000000001    0.47123889803846897    7.625    2.434346566071623    0.07380557507722976
0    2    2    -1.5150000000000001    0.7853981633974483    7.625    2.357075927288208    0.08716625844632678
0    3    2    -1.5150000000000001    1.0995574287564276    7.625    2.439805885379378    0.08296678382156464
0    4    2    -1.5150000000000001    1.413716694115407    7.625    2.5069290501659074    0.08754425847664968
0    5    2    -1.5150000000000001    1.7278759594743862    7.625    2.45045685426081    0.09987477840386128
0    6    2    -1.5150000000000001    2.0420352248333655    7.625    2.2614546585747632    0.0718810124939066
0    7    2    -1.5150000000000001    2.356194490192345    7.625    2.358336731521766    0.103156066974793
0    8    2    -1.5150000000000001    2.670353755551324    7.625    2.229530748564838    0.1272701447336029
0    9    2    -1.5150000000000001    2.9845130209103035    7.625    2.404467907082575    0.06026388108334601
0    10    2    -1.5150000000000001    3.2986722862692828    7.625    2.3062939259115303    0.06516140375951938
0    11    2    -1.5150000000000001    3.612831551628262    7.625    2.499391234153575    0.09353813960867448
0    12    2    -1.5150000000000001    3.9269908169872414    7.625    2.4732974530229637    0.13723168903163158
0    13    2    -1.5150000000000001    4.241150082346221    7.625    2.5921920114392445    0.07710249841507037
0    14    2    -1.5150000000000001    4.5553093477052    7.625    2.41061840869572    0.06687486328087511
0    15    2    -1.5150000000000001    4.869468613064179    7.625    2.5093665990590543    0.12968021413585654
0    16    2    -1.5150000000000001    5.183627878423159    7.625    2.4267157930918453    0.06853212593355566
0    17    2    -1.5150000000000001    5.497787143782138    7.625    2.472841248204053    0.07283359792549643
0    18    2    -1.5150000000000001    5.811946409141117    7.625    2.450940389850572    0.08320230737650092
0    19    2    -1.5150000000000001    6.126105674500097    7.625    2.3939572508467264    0.05918276918940321
0    0    3    -1.5150000000000001    0.07853981633974483    10.675    2.45368042450907    0.126476495396026
0    1    3    -1.5150000000000001    0.23561944901923448    10.675    2.564105427290986    0.1472357053986577
0    2    3    -1.5150000000000001    0.39269908169872414    10.675    2.355680396099105    0.14108654804500145
0    3    3    -1.5150000000000001    0.5497787143782138    10.675    2.291213515254708    0.07977497603240001
0    4    3    -1.5150000000000001    0.7068583470577035    10.675    2.285223198592418    0.09220827173069483
0    5    3    -1.5150000000000001    0.8639379797371931    10.675    2.311504489020664    0.1085774307285379
0    6    3    -1.5150000000000001    1.0210176124166828    10.675    2.1836450108012957    0.08331887900870805
0    7    3    -1.5150000000000001    1.1780972450961724    10.675    2.333883615530485    0.09077043570670378
0    8    3    -1.5150000000000001    1.335176877775662    10.675    2.533526348952829    0.12515876274066384
0    9    3    -1.5150000000000001    1.4922565104551517    10.675    2.531566491670242    0.13300841645719877
0    10    3    -1.5150000000000001    1.6493361431346414    10.675    2.4344283622183425    0.12446446543421663
0    11    3    -1.5150000000000001    1.806415775814131    10.675    2.3923278942392465    0.07975242112544408
0    12    3    -1.5150000000000001    1.9634954084936207    10.675    2.330403827805525    0.07426478961424607
0    13    3    -1.5150000000000001    2.1205750411731104    10.675    2.27529997742134    0.15114556972934245
