z    t    r    zmid    tmid    rmid    ly    errly
0    0    0    -1.5150000000000001    0.3141592653589793    1.525    2.526235849993165    0.08378873012869796
0    1    0    -1.5150000000000001    0.9424777960769379    1.525    2.487383895740344    0.07280404448373064
0    2    0    -1.5150000000000001    1.5707963267948966    1.525    2.4460119725034533    0.08269558107982078
0    3    0    -1.5150000000000001    2.199114857512855    1.525    2.344708685361232    0.06994730228297352
0    4    0    -1.5150000000000001    2.827433388230814    1.525    2.359811987998943    0.05133879882396142
0    5    0    -1.5150000000000001    3.4557519189487724    1.525    2.303296553946329    0.0838081925151998
0    6    0    -1.5150000000000001    4.084070449666731    1.525    2.4545669249415063    0.05536221489543756
0    7    0    -1.5150000000000001    4.71238898038469    1.525    2.380272656020582    0.07247154553998966
0    8    0    -1.5150000000000001    5.340707511102648    1.525    2.3442297597312103    0.06391402962567415
0    9    0    -1.5150000000000001    5.969026041820607    1.525    2.4743650709382154    0.06690614598056778
0    0    1    -1.5150000000000001    0.20943951023931953    4.574999999999999    2.427502752992759    0.04584874877562844
0    1    1    -1.5150000000000001    0.6283185307179586    4.574999999999999    2.3573794067559453    0.04450197512744939
0    2    1    -1.5150000000000001    1.0471975511965976    4.574999999999999    2.409142410429196    0.04009261975942141
0    3    1    -1.5150000000000001    1.4660765716752366    4.574999999999999    2.4068080669410046    0.05032478106008184
0    4    1    -1.5150000000000001    1.8849555921538759    4.574999999999999    2.4073352390729315    0.041340769540983355
0    5    1    -1.5150000000000001    2.3038346126325147    4.574999999999999    2.32718837574072    0.0442640269018119
0    6    1    -1.5150000000000001    2.722713633111154    4.574999999999999    2.517995561907407    0.04981754863595156
0    7    1    -1.5150000000000001    3.141592653589793    4.574999999999999    2.3714635443076326    0.03751857506042402
0    8    1    -1.5150000000000001    3.560471674068432    4.574999999999999    2.451110742563025    0.04375625835300665
0    9    1    -1.5150000000000001    3.979350694547071    4.574999999999999    2.398822899666592    0.04520825080896705
0    10    1    -1.5150000000000001    4.39822971502571    4.574999999999999    2.4798258802954645    0.04500555146959584
0    11    1    -1.5150000000000001    4.817108735504349    4.574999999999999    2.4661821822277945    0.044420094669535254
0    12    1    -1.5150000000000001    5.235987755982988    4.574999999999999    2.409060759830466    0.03917796625869728
0    13    1    -1.5150000000000001    5.654866776461628    4.574999999999999    2.430282124860747    0.039123052980487245
0    14    1    -1.5150000000000001    6.073745796940266    4.574999999999999    2.406582135584223    0.037585272976575414
0    0    2    -1.5150000000000001    0.15707963267948966    7.625    2.353662060443057    0.03616187089419634
0    1    2    -1.5150000000000001    0.47123889803846897    7.625    2.390985270641773    0.03531295084835367
0    2    2    -1.5150000000000001    0.7853981633974483    7.625    2.2105971809744136    0.03857345281986654
0    3    2    -1.5150000000000001    1.0995574287564276    7.625    2.3796040073357854    0.03946136470192488
0    4    2    -1.5150000000000001    1.413716694115407    7.625    2.4217523286309217    0.03963810245124955
0    5    2    -1.5150000000000001    1.7278759594743862    7.625    2.36079345156799    0.033093177667487546
0    6    2    -1.5150000000000001    2.0420352248333655    7.625    2.322816458743831    0.03775146795297445
0    7    2    -1.5150000000000001    2.356194490192345    7.625    2.332422160270362    0.04425512121154947
0    8    2    -1.5150000000000001    2.670353755551324    7.625    2.356246653751109    0.04594053918403881
0    9    2    -1.5150000000000001    2.9845130209103035    7.625    2.4118944877680817    0.04132914887989988
0    10    2    -1.5150000000000001    3.2986722862692828    7.625    2.37980764151222    0.04380570833956385
0    11    2    -1.5150000000000001    3.612831551628262    7.625    2.4245401759081844    0.03826545197998603
0    12    2    -1.5150000000000001    3.9269908169872414    7.625    2.5364962098908834    0.04086703007246522
0    13    2    -1.5150000000000001    4.241150082346221    7.625    2.4285184001400517    0.038149724401085605
0    14    2    -1.5150000000000001    4.5553093477052    7.625    2.3940810938840547    0.03755443929746828
0    15    2    -1.5150000000000001    4.869468613064179    7.625    2.4378788133133495    0.0378781928682077
0    16    2    -1.5150000000000001    5.183627878423159    7.625    2.369485160563772    0.03811004316868674
0    17    2    -1.5150000000000001    5.497787143782138    7.625    2.41828161657569    0.041077256504174674
0    18    2    -1.5150000000000001    5.811946409141117    7.625    2.418389717879391    0.039706448050636736
0    19    2    -1.5150000000000001    6.126105674500097    7.625    2.4569197028698255    0.045667725576378805
0    0    3    -1.5150000000000001    0.07853981633974483    10.675    2.285038337694037    0.04920297583132964
0    1    3    -1.5150000000000001    0.23561944901923448    10.675    2.4069685008367028    0.05292114159111562
0    2    3    -1.5150000000000001    0.39269908169872414    10.675    2.2692777344280897    0.04286997709941728
0    3    3    -1.5150000000000001    0.5497787143782138    10.675    2.272976815447656    0.04686424886452804
0    4    3    -1.5150000000000001    0.7068583470577035    10.675    2.292372788201425    0.049411891686057974
0    5    3    -1.5150000000000001    0.8639379797371931    10.675    2.229351908457737    0.04133193295194295
0    6    3    -1.5150000000000001    1.0210176124166828    10.675    2.2931121264942016    0.03952711888332764
0    7    3    -1.5150000000000001    1.1780972450961724    10.675    2.258282538337513    0.04237195430741685
0    8    3    -1.5150000000000001    1.335176877775662    10.675    2.395252752648709    0.04358455246385954
0    9    3    -1.5150000000000001    1.4922565104551517    10.675    2.433566295826783    0.03812912972139878
0    10    3    -1.5150000000000001    1.6493361431346414    10.675    2.3775711728658924    0.04233235619508599
0    11    3    -1.5150000000000001    1.806415775814131    10.675    2.369137953870602    0.04428732005607427
0    12    3    -1.5150000000000001    1.9634954084936207    10.675    2.254820594748289    0.052231464164615236
0    13    3    -1.5150000000000001    2.1205750411731104    10.675    2.179093323245198    0.05527572944989185
