z    t    r    zmid    tmid    rmid    ly    errly
0    0    0    -1.5150000000000001    0.3141592653589793    1.525    1.8785307534806346    0.04488118428144611
0    1    0    -1.5150000000000001    0.9424777960769379    1.525    1.8964212053550915    0.03970649747846111
0    2    0    -1.5150000000000001    1.5707963267948966    1.525    1.8116482416965454    0.042697501015592
0    3    0    -1.5150000000000001    2.199114857512855    1.525    1.9114601781048752    0.03516683582556101
0    4    0    -1.5150000000000001    2.827433388230814    1.525    1.8515261426280205    0.04393214151131823
0    5    0    -1.5150000000000001    3.4557519189487724    1.525    1.9552865545279232    0.04705226652945509
0    6    0    -1.5150000000000001    4.084070449666731    1.525    1.743956277787799    0.031497158045267065
0    7    0    -1.5150000000000001    4.71238898038469    1.525    1.7910619480838927    0.030693997512713227
0    8    0    -1.5150000000000001    5.340707511102648    1.525    1.9203788148382206    0.03708503336301254
0    9    0    -1.5150000000000001    5.969026041820607    1.525    1.8588863364711505    0.02906358900672698
0    0    1    -1.5150000000000001    0.20943951023931953    4.574999999999999    1.8873933932118883    0.02249808908659953
0    1    1    -1.5150000000000001    0.6283185307179586    4.574999999999999    1.7946524367363377    0.01853278583077095
0    2    1    -1.5150000000000001    1.0471975511965976    4.574999999999999    1.8394420040861803    0.023165317542609032
0    3    1    -1.5150000000000001    1.4660765716752366    4.574999999999999    1.8485976798640789    0.024128137134586787
0    4    1    -1.5150000000000001    1.8849555921538759    4.574999999999999    1.8740275134428368    0.02261677383213728
0    5    1    -1.5150000000000001    2.3038346126325147    4.574999999999999    1.8128926052121317    0.02541719571875953
0    6    1    -1.5150000000000001    2.722713633111154    4.574999999999999    1.8558847132766092    0.027248295637347916
0    7    1    -1.5150000000000001    3.141592653589793    4.574999999999999    1.8274413876412068    0.021022005548511812
0    8    1    -1.5150000000000001    3.560471674068432    4.574999999999999    1.9049026282501125    0.02772917872997814
0    9    1    -1.5150000000000001    3.979350694547071    4.574999999999999    1.8930283794511304    0.022990932449660797
0    10    1    -1.5150000000000001    4.39822971502571    4.574999999999999    1.813585100732421    0.023250995930323017
0    11    1    -1.5150000000000001    4.817108735504349    4.574999999999999    1.8492598038219283    0.025460309878895488
0    12    1    -1.5150000000000001    5.235987755982988    4.574999999999999    1.8786241861284034    0.02133508692307027
0    13    1    -1.5150000000000001    5.654866776461628    4.574999999999999    1.9123968552673332    0.02543688272030808
0    14    1    -1.5150000000000001    6.073745796940266    4.574999999999999    1.9208589125099602    0.02171362451016961
0    0    2    -1.5150000000000001    0.15707963267948966    7.625    1.7869915141390893    0.019618381100655866
0    1    2    -1.5150000000000001    0.47123889803846897    7.625    1.8288189650662114    0.021811953340722254
0    2    2    -1.5150000000000001    0.7853981633974483    7.625    1.747944031714072    0.02084052223552004
0    3    2    -1.5150000000000001    1.0995574287564276    7.625    1.7904580994503188    0.019061812204250714
0    4    2    -1.5150000000000001    1.413716694115407    7.625    1.8342419718466758    0.02477703710414941
0    5    2    -1.5150000000000001    1.7278759594743862    7.625    1.878105636819561    0.019943424982648075
0    6    2    -1.5150000000000001    2.0420352248333655    7.625    1.8188992916583409    0.02057272169040045
0    7    2    -1.5150000000000001    2.356194490192345    7.625    1.7734607385424115    0.01893718867441591
0    8    2    -1.5150000000000001    2.670353755551324    7.625    1.8070299482609964    0.02294483379607145
0    9    2    -1.5150000000000001    2.9845130209103035    7.625    1.8101181383643314    0.02019420396298714
0    10    2    -1.5150000000000001    3.2986722862692828    7.625    1.9042136247163108    0.021056904305669328
0    11    2    -1.5150000000000001    3.612831551628262    7.625    1.8688899240884944    0.020545931663290162
0    12    2    -1.5150000000000001    3.9269908169872414    7.625    1.8819285716468754    0.024258905029237155
0    13    2    -1.5150000000000001    4.241150082346221    7.625    1.8949783591323361    0.024616968335465745
0    14    2    -1.5150000000000001    4.5553093477052    7.625    1.8917138215330769    0.02092289541758061
0    15    2    -1.5150000000000001    4.869468613064179    7.625    1.8443579472753286    0.019998008985501397
0    16    2    -1.5150000000000001    5.183627878423159    7.625    1.8541885213179032    0.02045351914392411
0    17    2    -1.5150000000000001    5.497787143782138    7.625    1.837470640829319    0.01986694282798926
0    18    2    -1.5150000000000001    5.811946409141117    7.625    1.8782021743809734    0.019599649769318068
0    19    2    -1.5150000000000001    6.126105674500097    7.625    1.8889947118456192    0.021679914175571954
0    0    3    -1.5150000000000001    0.07853981633974483    10.675    1.8098249113051825    0.022122256722205705
0    1    3    -1.5150000000000001    0.23561944901923448    10.675    1.8209759607258424    0.0237749788725738
0    2    3    -1.5150000000000001    0.39269908169872414    10.675    1.7756394503733892    0.02857908557413214
0    3    3    -1.5150000000000001    0.5497787143782138    10.675    1.807665563323639    0.023950737788244334
0    4    3    -1.5150000000000001    0.7068583470577035    10.675    1.8227038853177058    0.024737104448121234
0    5    3    -1.5150000000000001    0.8639379797371931    10.675    1.7862556859809773    0.022983977189660658
0    6    3    -1.5150000000000001    1.0210176124166828    10.675    1.7845741405544302    0.022782911849470625
0    7    3    -1.5150000000000001    1.1780972450961724    10.675    1.7573305120826288    0.01891496626467952
0    8    3    -1.5150000000000001    1.335176877775662    10.675    1.7870744890758339    0.025814724005286855
0    9    3    -1.5150000000000001    1.4922565104551517    10.675    1.845668184731986    0.025331203481082996
0    10    3    -1.5150000000000001    1.6493361431346414    10.675    1.8355246948330037    0.02346695639568466
0    11    3    -1.5150000000000001    1.806415775814131    10.675    1.8432319318340047    0.023030963795193562
0    12    3    -1.5150000000000001    1.9634954084936207    10.675    1.773419537724957    0.023621513051791228
